English,Chinese,Source,LineNo
Ur-Quan Hierarchy,烏寬戰奴階層,07_Glossary/Fixed_Terms.csv,144
Ur-Quan Hierarchy of Battle Thralls,烏寬戰奴階層,07_Glossary/Master_Glossary.md,306
Ur-Quan Kohr-Ah,烏寬柯亞,07_Glossary/Master_Glossary.md,46
Ur-Quan Kohr-Ah,烏寬柯亞,07_Glossary/Fixed_Terms.csv,5
Ur-Quan Kzer-Za,烏寬克澤札,07_Glossary/Master_Glossary.md,45
Ur-Quan Kzer-Za,烏寬克澤札,07_Glossary/Fixed_Terms.csv,3
Ur-Quan Master Nine,烏寬主宰九號,02_Races/Syreen.md,240
Ur-Quan slave raider,烏寬奴役襲擊艦,03_Characters/Talking_Pet.md,105
Ur-Quan slave raider,烏寬奴役襲擊艦,03_Characters/Talking_Pet.md,311
Ur-Quan slave raider,烏寬奴役襲擊艦,07_Glossary/Master_Glossary.md,91
Utricularia,狸藻屬,02_Races/Supox.md,180
Utwig,已完成修訂,00_Project_Control/Dossier_Voice_Audit_2026-08-15.md,76
Utwig,損壞,00_Project_Control/Dossier_Voice_Audit_2026-08-15.md,134
Utwig,憂特族,07_Glossary/Master_Glossary.md,60
Utwig,憂特族,07_Glossary/Fixed_Terms.csv,23
Utwig / Wearers of Masks,憂特族／面具族,02_Races/Supox.md,188
Utwig Proctor,憂特族主使,02_Races/Supox.md,198
Utwig Proctorate,憂特監督團,07_Glossary/Fixed_Terms.csv,153
Utwig Proctorate / Proctors,憂特監督團,07_Glossary/Master_Glossary.md,315
VUX,保留原文,07_Glossary/Master_Glossary.md,57
VUX,三字母大寫,08_Translation_Rules/Naming_Rule.md,175
VUX,VUX,07_Glossary/Fixed_Terms.csv,20
VUX Commander YAX,VUX 指揮官雅克斯,07_Glossary/Master_Glossary.md,155
VUX Laser,雷射,07_Glossary/Tech_Names.md,35
VUX Laser,雷射,07_Glossary/Fixed_Terms.csv,95
Veep-Kreep Clan,維普克利普氏族,07_Glossary/Master_Glossary.md,395
Vega,織女星,07_Glossary/Master_Glossary.md,267
Vega,織女星,09_AI_Prompt/Translate_Lore.md,149
Vela,船帆座,07_Glossary/Place_Names.md,41
Vela,船帆座,07_Glossary/Fixed_Terms.csv,178
Vela / Alpha Velae,船帆座,07_Glossary/Master_Glossary.md,261
Vela II,船帆星 II,07_Glossary/Fixed_Terms.csv,187
Very Ugly Xenoform,極醜異體生物,03_Characters/Admiral_ZEX.md,67
Vessel,容器,07_Glossary/Master_Glossary.md,134
Vibration,振動 / 振頻,02_Races/Pkunk.md,80
Villains! Pilferers! Crooks!,惡徒,02_Races/Druuge.md,199
Vindicator,復仇者號,01_World_Lore/Technology_Level.md,72
Vindicator,復仇者號,04_Ships/Player_Flagship.md,84
Vindicator,復仇艦,04_Ships/Player_Flagship.md,85
Vindicator,復仇者號,05_Technology/Precursor_Artifact.md,95
Vindicator,復仇者號,07_Glossary/Master_Glossary.md,204
Vindicator,復仇艦,07_Glossary/Master_Glossary.md,205
Vindicator,復仇者號,07_Glossary/Ship_Names.md,59
Vindicator,復仇艦,07_Glossary/Ship_Names.md,60
Vindicator,復仇者號,07_Glossary/Fixed_Terms.csv,86
Vindicator,復仇艦,07_Glossary/Fixed_Terms.csv,87
Vlik,維利克,02_Races/Supox.md,178
Void,虛,02_Races/Mycon.md,127
Void,虛空,07_Glossary/Master_Glossary.md,120
Vortex Spawner,漩渦生成器,02_Races/Druuge.md,205
Vortex Spawner,漩渦生成器,07_Glossary/Master_Glossary.md,226
Vulpeculae,狐狸座,07_Glossary/Master_Glossary.md,271
Vulpeculae,狐狸座,07_Glossary/Place_Names.md,30
Vulpeculae,狐狸座,07_Glossary/Fixed_Terms.csv,168
WE ARE FREE!,我等即獲自由！,02_Races/Chmmr.md,103
WE ARE THE CHMMR,我等即查姆族。,02_Races/Chmmr.md,104
WE COME IN PEACE,我方為和平而來。,02_Races/Slylandro_Probe.md,123
WEAPONS ENGAGED,武器已就緒,02_Races/Slylandro_Probe.md,132
WHIMPER!,嗚嗚,02_Races/Thraddash.md,171
Waiver of Damages,免責同意書,07_Glossary/Master_Glossary.md,362
Warrior,戰士,02_Races/Shofixti.md,144
Water World,水行星,06_Locations/Planet_Types.md,12
Water World,水行星,07_Glossary/Place_Names.md,73
We are doomed!,我們快死了,02_Races/Zoq_Fot_Pik.md,132
We know it's unreasonable,我族,02_Races/VUX.md,124
We learn and we adapt. We are symbionts. Our first step in making friends is always to copy them. This is our idiom,我方學習,02_Races/Supox.md,183
Well bloat my belly!,哎,02_Races/Umgah.md,127
Well pop my pupae!,我的蛹突然爆開,02_Races/Umgah.md,128
Wezzy-Wezzah,辭世禱,03_Characters/Safe_Ones_High_Council.md,91
When the Creators return,當造物主歸來時,02_Races/Mycon.md,144
Whereas / hereinafter known as / hereby,鑑於／以下簡稱／茲此,02_Races/Druuge.md,190
Whew!,呼,02_Races/Supox.md,194
Whoopdy Dee,待選,08_Translation_Rules/Alien_Speech_Rule.md,43
Winds,風,02_Races/Slylandro.md,75
Wish to purchase,想購買,02_Races/Melnorme.md,77
Woof woof!,汪汪！,03_Characters/Talking_Pet.md,115
X-Form,X 型艦,07_Glossary/Fixed_Terms.csv,64
YEEP!,咿咧,02_Races/Yehat.md,131
YOU ARE PREPARED,你已準備完畢。,02_Races/Chmmr.md,116
Yak! Yak! Yak! / Yammer! Yammer! Yammer!,呀,02_Races/Thraddash.md,175
"Yeah, that's the ticket!",對嘛，就是這樣！,03_Characters/Talking_Pet.md,123
Yech!,噁,02_Races/Zoq_Fot_Pik.md,142
Yee-ha!,呀吼,02_Races/Zoq_Fot_Pik.md,136
Yehat,翼哈特族,07_Glossary/Master_Glossary.md,51
Yehat,翼哈特族,07_Glossary/Fixed_Terms.csv,11
Yehat Rebels,翼哈特叛軍,07_Glossary/Master_Glossary.md,79
Yehat Rebels,翼哈特叛軍,07_Glossary/Fixed_Terms.csv,12
Yessiree,當然沒錯,03_Characters/Commander_Hayes.md,66
"Yip, Tun, Haffy",依普,02_Races/Zoq_Fot_Pik.md,155
Yip/Tun/Haffy/Jiff/Fod/Rogi/Buppo,葉普/屯/哈菲/吉夫/佛德/羅吉/布波,07_Glossary/Master_Glossary.md,350
Your instincts are like perfume,你的直覺猶如香氣,02_Races/Arilou.md,147
Yuffo,尤佛,03_Characters/Safe_Ones_High_Council.md,95
Yuptar,尤普塔族,02_Races/Ur_Quan_Kzer_Za.md,130
Yuptar,尤普塔,07_Glossary/Master_Glossary.md,96
ZEX,澤克斯,07_Glossary/Fixed_Terms.csv,48
Zapsat Laser,Zap 衛星雷射,07_Glossary/Tech_Names.md,60
Zapsat Laser,Zap 衛星雷射,07_Glossary/Fixed_Terms.csv,120
Zapsats,雷射衛星,02_Races/Chmmr.md,118
Zebranky,札布蘭奇,02_Races/Zoq_Fot_Pik.md,151
Zebranky,札布蘭奇,02_Races/Zoq_Fot_Pik.md,161
Zebranky,澤布蘭基,07_Glossary/Master_Glossary.md,348
Zeeman-Vela,日曼-微拉,07_Glossary/Master_Glossary.md,283
Zeeman-Vela,日曼-微拉,07_Glossary/Place_Names.md,52
Zeeman-Vela,日曼-微拉,07_Glossary/Fixed_Terms.csv,183
Zeeman-Vela Nebula,日曼-微拉星雲,06_Locations/Star_Systems.md,45
Zeta Hyades / Hyades,畢宿星團ζ,07_Glossary/Master_Glossary.md,278
Zeta Persei,英仙座,02_Races/Druuge.md,209
Zeta Persei,英仙座,06_Locations/Star_Systems.md,49
Zeta Persei,英仙座 ζ,07_Glossary/Master_Glossary.md,281
Zeta Persei,英仙座 ζ,07_Glossary/Place_Names.md,43
Zeta Persei,英仙座 ζ,07_Glossary/Fixed_Terms.csv,181
Zeta Sextantis,六分儀座 ζ,07_Glossary/Master_Glossary.md,280
Zeta Sextantis,六分儀座 ζ,07_Glossary/Place_Names.md,44
Zeta Sextantis,六分儀座 ζ,07_Glossary/Fixed_Terms.csv,180
Zoq / Fot / Pik,佐格 / 佛特 / 皮克,07_Glossary/Master_Glossary.md,349
Zoq-Fot-Pik,三方交錯,00_Project_Control/Dossier_Voice_Audit_2026-08-15.md,113
Zoq-Fot-Pik,佐-佛-皮,07_Glossary/Master_Glossary.md,69
Zoq-Fot-Pik,佐-佛-皮,07_Glossary/Fixed_Terms.csv,32
a small chance that,有一個很小的可能,03_Characters/Fwiffo.md,72
a strategic retreat,戰略性撤退,03_Characters/Fwiffo.md,74
a true harridan,一個十足的潑婦,07_Glossary/Master_Glossary.md,400
allowed you to recall our examinations,允許你們記起我們的檢查,02_Races/Arilou.md,132
an endless party,一場無盡的派對,02_Races/Dnyarri.md,168
annihilation toroid,殲滅環面砲,02_Races/Chenjesu.md,118
annihilation toroid,殲滅環面砲,02_Races/Chmmr.md,114
battle thralls / fighting slaves,戰奴／戰鬥奴隸,02_Races/Thraddash.md,206
beautiful,美麗的 / 迷人的,02_Races/VUX.md,183
beautiful Captain,美麗的地球艦長,02_Races/Syreen.md,246
bigot / bigoted,偏見狂 / 偏執狂,02_Races/VUX.md,123
blackheart,黑心賊,02_Races/Druuge.md,201
blobbies,黏團們,02_Races/Umgah.md,130
blow chunks,吐得亂七八糟 / 大吐特吐,02_Races/VUX.md,117
blubbering fop,哭夭鬼,03_Characters/Talking_Pet.md,119
boneless dweeb,軟骨呆瓜,03_Characters/Talking_Pet.md,117
breegs,布利格獸,02_Races/Yehat.md,142
broodhome,母艦,02_Races/Chenjesu.md,111
broodhome / X-form,母艦 / X 型艦,02_Races/Chmmr.md,111
bummer,靠,03_Characters/Talking_Pet.md,121
butt blasted,屁滾尿流,07_Glossary/Master_Glossary.md,483
butt blasted,屁股被轟爛,08_Translation_Rules/Style_Guide.md,167
butt blasted,屁股被轟爛,09_AI_Prompt/Translate_Dialogue.md,545
butt blasted,屁滾尿流,07_Glossary/Fixed_Terms.csv,213
celestial harmony,天國之和諧,02_Races/Utwig.md,123
chrysalis / cocoon,蛹 / 繭,02_Races/Chenjesu.md,114
collection,收藏 / 珍藏,03_Characters/Admiral_ZEX.md,68
combat thralls,戰奴,02_Races/Syreen.md,236
contract with God,與神明之合約,02_Races/Druuge.md,189
coreward,銀核方向,07_Glossary/Master_Glossary.md,353
coward!,膽小鬼,02_Races/Zoq_Fot_Pik.md,149
crew members to play with,船員陪本尊玩,02_Races/Dnyarri.md,169
crucible of sentience,意識的熔爐,02_Races/Chenjesu.md,112
crystal amplification / crystal technology,晶體放大 / 晶體技術,02_Races/Chmmr.md,109
crystalline,晶體的 / 晶脈的,02_Races/Chenjesu.md,109
dark cousins of Ur-Quan,烏寬之陰黑表親,07_Glossary/Master_Glossary.md,114
dark ships,黑艦,07_Glossary/Master_Glossary.md,113
"diandrous, malefic vegetarians!",兩雄蕊,02_Races/Supox.md,191
dimensional fatigue rays,維度疲勞射線,02_Races/Arilou.md,143
discreet,私密的 / 低調的,02_Races/VUX.md,189
dolt / boyo,蠢材／小子,02_Races/Thraddash.md,182
donkey breath,臭嘴巴,07_Glossary/Master_Glossary.md,482
donkey breath,驢子口臭,08_Translation_Rules/Style_Guide.md,166
donkey breath,驢子口臭,09_AI_Prompt/Translate_Dialogue.md,544
donkey breath,臭嘴巴,07_Glossary/Fixed_Terms.csv,212
dorfs,多夫,02_Races/Zoq_Fot_Pik.md,163
encrustlings,甲殼幼體,03_Characters/Safe_Ones_High_Council.md,88
esteemed client,尊貴的顧客,02_Races/Druuge.md,171
exquisite,極品的 / 精緻的,03_Characters/Admiral_ZEX.md,70
fallow slaves,禁足奴族,02_Races/Syreen.md,237
false Queen,偽女皇,07_Glossary/Master_Glossary.md,398
faunal comrade,動物之友,02_Races/Supox.md,187
fertilizer for our fodderland,我們牧場的肥料,02_Races/Thraddash.md,202
firefalls of Nalnar / servants of Mali,納爾納之火瀑／馬利之僕人,02_Races/Supox.md,202
foul,令人厭惡的,03_Characters/Admiral_ZEX.md,71
fungus-boys,黏菌仔,07_Glossary/Master_Glossary.md,128
fuzzy wumpus,毛絨溫獸,07_Glossary/Master_Glossary.md,115
genetic memory,基因記憶,03_Characters/Talking_Pet.md,110
genetic memory,基因記憶,07_Glossary/Master_Glossary.md,95
going insane,快慢慢瘋掉了,02_Races/Dnyarri.md,167
grief / sorrow / anguish,悲傷／哀愁／苦痛,02_Races/Utwig.md,121
grotesque,詭異畸形,02_Races/VUX.md,122
guard the flank / rear,顧側翼／顧後方,02_Races/Thraddash.md,203
harpy Queen,鷹身女妖女皇,07_Glossary/Master_Glossary.md,401
hee-hee-hee,陰險笑聲,07_Glossary/Master_Glossary.md,425
hee-hee-hee,待譯,08_Translation_Rules/Alien_Speech_Rule.md,40
hee-hee-hee,hee-hee-hee,07_Glossary/Fixed_Terms.csv,206
hideous / repulsive,醜到爆 / 噁心得要死 / 讓人反胃,02_Races/VUX.md,120
historical oddments and genuine artifacts,歷史雜物與真跡古物,07_Glossary/Master_Glossary.md,386
hobby,帶暗示,02_Races/VUX.md,187
hot light in the darkness,黑暗中的熾光,02_Races/Mycon.md,140
hot warmth in the cold Void,冰冷 Void 中的熾熱,02_Races/Mycon.md,139
human Earthling,人族地球人,02_Races/Umgah.md,131
implantation fleet,植入艦隊,07_Glossary/Master_Glossary.md,132
interloper,闖入者,02_Races/Ur_Quan_Kzer_Za.md,125
jerk,混蛋,02_Races/Zoq_Fot_Pik.md,150
kind of cute,挺可愛的,02_Races/Syreen.md,247
lander,登陸艇,07_Glossary/Master_Glossary.md,246
lander,登陸艇,07_Glossary/Tech_Names.md,118
lander,登陸艇,07_Glossary/Fixed_Terms.csv,134
light and steel,光芒與鋼鐵,02_Races/Chmmr.md,108
limpet,吸附雷,07_Glossary/Master_Glossary.md,235
limpet,吸附雷,07_Glossary/Tech_Names.md,36
limpet,吸附雷,07_Glossary/Fixed_Terms.csv,96
lobotomize,智能閹割,03_Characters/Talking_Pet.md,314
lobotomize,智能閹割,07_Glossary/Master_Glossary.md,94
lobotomize / castrate,智能閹割,03_Characters/Talking_Pet.md,109
luscious / robust,豐潤的 / 結實的,02_Races/VUX.md,182
magma,岩漿,02_Races/Mycon.md,137
matter-antimatter bomb,正反物質炸彈,02_Races/Chmmr.md,112
meat-creature,肉塊生物,03_Characters/Admiral_ZEX.md,72
menagerie,珍禽異獸收藏館 / 我的收藏園,02_Races/VUX.md,184
mental compulsion,心靈操控,03_Characters/Talking_Pet.md,108
meta-marsupial,超有袋類,07_Glossary/Master_Glossary.md,382
missing days,失憶的日子,02_Races/Arilou.md,128
monkey-boy,猿猴子,03_Characters/Talking_Pet.md,118
mortal helix,凡俗生死之螺旋,03_Characters/Safe_Ones_High_Council.md,92
music loops,音樂循環,02_Races/Dnyarri.md,165
my children,我的孩子們,02_Races/VUX.md,185
my children,我的孩子們,07_Glossary/Master_Glossary.md,238
my darling / my human,我親愛的 / 我的人類,02_Races/Syreen.md,243
my dear Captain,親愛的艦長,03_Characters/Talana.md,68
neo-Dnyarri,不直譯,03_Characters/Talking_Pet.md,96
neo-Dnyarri,不直譯，通篇用「會話寵」/「蟾亞」交替,03_Characters/Talking_Pet.md,305
neo-Dnyarri,不直譯,07_Glossary/Master_Glossary.md,86
new child,我的新孩子,07_Glossary/Master_Glossary.md,239
nourishment / warmth,養分 / 溫暖,02_Races/Mycon.md,138
numbskull,數字骷髏,08_Translation_Rules/Style_Guide.md,170
obnoxious human,討人厭的地球人,02_Races/Syreen.md,244
offer / trade,提議／交易,03_Characters/Trade_Master_Greenish.md,70
offspring,後裔,02_Races/Ur_Quan_Kzer_Za.md,124
once and future ally,曾經與未來的盟友,02_Races/Chenjesu.md,113
oowee master ZEN DUX,舞動嗷嗚大師禪·杜克斯,07_Glossary/Master_Glossary.md,156
orz.zh-TW.json,星號詞語格式驗證,11_QA/Error_List.md,122
our Eden / our paradise,我族的伊甸園 / 我族的樂園,02_Races/Syreen.md,230
our nightmare,我們的惡夢,02_Races/Zoq_Fot_Pik.md,164
our people,我族／我族人,03_Characters/Talana.md,72
parents' parents' parents',祖輩之祖輩之祖輩之祖輩,02_Races/Mycon.md,152
penguin,企鵝,02_Races/Thraddash.md,209
planeteering tool / planeteering device,星體工程器,07_Glossary/Master_Glossary.md,117
playing second banana to the Utwig,當憂特的配角,02_Races/Supox.md,195
please please please,拜託拜託拜託,03_Characters/Fwiffo.md,71
"process, in the middle of",正處於融合工程之中,02_Races/Chenjesu.md,107
prognosticators,預言家,03_Characters/Safe_Ones_High_Council.md,89
psychic compulsion,心靈操控,03_Characters/Talking_Pet.md,107
psychic compulsion,心靈操控,03_Characters/Talking_Pet.md,313
psychic compulsion,心靈操控,07_Glossary/Master_Glossary.md,93
radiant energy,輻射能量 / 光輝之能,02_Races/Chenjesu.md,110
radiant energy,輻射能量 / 光輝之能,02_Races/Chmmr.md,107
regurgitate uncontrollably,忍不住吐出來 / 控制不住地嘔吐,02_Races/VUX.md,116
relationship,帶曖昧,02_Races/VUX.md,188
renegade,背叛者,02_Races/Ur_Quan_Kzer_Za.md,123
rogue,漏網之奴,07_Glossary/Master_Glossary.md,97
roof-rabbit,小兔崽子,07_Glossary/Master_Glossary.md,480
roof-rabbit,屋頂兔,08_Translation_Rules/Style_Guide.md,164
roof-rabbit,屋頂兔,09_AI_Prompt/Translate_Dialogue.md,542
roof-rabbit,小兔崽子,07_Glossary/Fixed_Terms.csv,210
sa-matra,薩馬特拉,02_Races/Chenjesu.md,117
safeones,三個,09_AI_Prompt/Translate_Dialogue.md,192
self-justifying,不證自明,02_Races/Ur_Quan_Kohr_Ah.md,121
shellcases,甲殼盒,03_Characters/Safe_Ones_High_Council.md,94
shofixti.zh-TW.json,日文人名保留,11_QA/Error_List.md,123
silly fool / silly human Captain,傻子 / 傻艦長,02_Races/Syreen.md,245
slave scum,奴隸垃圾,08_Translation_Rules/Style_Guide.md,172
slave shield,奴役護盾,07_Glossary/Tech_Names.md,148
slave shield,奴役護盾,07_Glossary/Fixed_Terms.csv,132
slave shield / Fallow Slave Shield,奴役護盾,07_Glossary/Master_Glossary.md,241
space garbage,太空垃圾,08_Translation_Rules/Style_Guide.md,171
specimen,標本 / 珍品,03_Characters/Admiral_ZEX.md,69
spore / spore sacs,孢子 / 孢子囊,02_Races/Mycon.md,136
standing stones / pyramids,巨石陣 / 金字塔,02_Races/Arilou.md,130
stunray bolt-beamer gun,昏定波束槍,07_Glossary/Master_Glossary.md,375
stupid captain human dog,蠢艦長人類狗,02_Races/Thraddash.md,180
super-bomb,超級炸彈,07_Glossary/Master_Glossary.md,380
"sweet, doughy cylinders in the foil pouches",鋁箔袋裡那些甜膩膩的麵團圓筒,02_Races/Dnyarri.md,166
synthesis / synthetic hybridization,合成 / 綜合雜交合成,02_Races/Chenjesu.md,108
synthesis mechanisms,合成機制,02_Races/Chmmr.md,106
talkingpet,個體,09_AI_Prompt/Translate_Dialogue.md,193
termination / rebirth,終結 / 重生,02_Races/Ur_Quan_Kohr_Ah.md,120
that was my only penguin,那是我唯一的企鵝,02_Races/Thraddash.md,210
the Firm,本商號,02_Races/Druuge.md,210
the Path of Now and Forever,現在與永恆之道,07_Glossary/Master_Glossary.md,354
the Vault,庇護所,03_Characters/Talana.md,69
the dark continent of Funt,放特黑暗大陸,02_Races/Thraddash.md,184
the effectuators,執行者,02_Races/Supox.md,177
"the pale, tasteless light of your wan home star",您病弱母星之蒼白無味的光線,02_Races/Supox.md,200
the process,融合工程,02_Races/Chenjesu.md,106
the source,源初,02_Races/Mycon.md,141
thermal blanket,保溫毯,02_Races/Dnyarri.md,162
thrusting stinger tongue attack,舌刺穿刺攻擊／舌刺攻擊,02_Races/Zoq_Fot_Pik.md,154
toast your tootsies,烤焦你的腳趾頭,02_Races/Thraddash.md,201
tractor beam,牽引光束,02_Races/Chmmr.md,119
umgah,黏團,09_AI_Prompt/Translate_Dialogue.md,191
un-Voidable Non,不可虛化的 Non,02_Races/Mycon.md,128
urquan,對白格式,09_AI_Prompt/Translate_Dialogue.md,194
vale of tears,淚谷,02_Races/Druuge.md,192
vapor city,灰飛煙滅,07_Glossary/Master_Glossary.md,481
vapor city,化為蒸氣的城市,08_Translation_Rules/Style_Guide.md,165
vapor city,化為蒸氣,09_AI_Prompt/Translate_Dialogue.md,543
vapor city,灰飛煙滅,07_Glossary/Fixed_Terms.csv,211
warp nullification field,曲率消除場,02_Races/VUX.md,191
weakling / puny human,弱者／渺小人類,02_Races/Thraddash.md,181
wheat fields,麥田圈,02_Races/Arilou.md,131
wood Jukes / tree Narfs / dorfs,森林朱克獸 / 樹頂納夫獸 / 多爾夫,07_Glossary/Master_Glossary.md,351
worm,蠕蟲,02_Races/VUX.md,121
you fool!,你這笨蛋,02_Races/Zoq_Fot_Pik.md,147
your motives a shimmering crystal,你的動機宛若閃爍的水晶,02_Races/Arilou.md,148
